Title,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count,Year,Cast 1,Cast 2,Cast 3,director_name,Runtime,Genre_Action,Genre_Art&Foreign,Genre_Classics,Genre_Comedy,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Kids&Family,Genre_Mystery,Genre_Romance,Genre_SciFi,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,cast1_oscar_nom,cast1_oscars,cast2_oscar_nom,cast2_oscars,cast3_oscar_nom,cast3_oscars,cast1_FB_likes,cast2_FB_likes,cast3_FB_likes,dir_oscar_nom,dir_oscars,director_awards,director_facebook_likes,cast_total_facebook_likes
The Lion King,53,406,88,76333,1994,Matthew Broderick,Jeremy Irons,James Earl Jones,Roger Allers,87,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2000,367,367,0,0,0,28,6458
Aladdin,57,362,94,59043,1992,Scott Weinger,Robin Williams,Linda Larkin,John Musker,90,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,631,49000,367,0,0,0,232,52970
Jacob's Ladder,5,22,40,132,1990,Tim Robbins,Elizabeth Pea,Danny Aiello,Adrian Lyne,113,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,367,367,388,1,0,9,213,0
Driven,62,50,72,122,2001,Sylvester Stallone,Burt Reynolds,Kip Pardue,Renny Harlin,117,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,13000,367,374,0,0,15,212,14780
Burn,58,12,41,44,2012,Donald Austin,"Brendan ""Doogie"" Milewski",Dave Parnell,Brenna Sanchez,86,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,367,367,0,0,0,232,2
Love Ranch,13,52,28,1235,2010,Helen Mirren,Joe Pesci,Sergio Peris-Mencheta,Taylor Hackford,117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,0,0,367,367,367,1,0,0,138,3204
A Star Is Born,90,501,79,20023,1937,Janet Gaynor,Fredric March,Adolphe Menjou,William Wellman,111,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,5,2,1,0,367,367,99,2,0,0,232,0
Robin Hood,15,164,41,3497,2010,Russell Crowe,Cate Blanchett,Max von Sydow,Ridley Scott,148,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,3,1,7,2,2,0,367,367,367,3,0,118,0,3244
