Title,TOMATOMETER score,TOMATOMETER Count,AUDIENCE score,AUDIENCE count,Year,Cast 1,Cast 2,Cast 3,director_name,Runtime,Genre_Action,Genre_Art&Foreign,Genre_Classics,Genre_Comedy,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Kids&Family,Genre_Mystery,Genre_Romance,Genre_SciFi,Rating_G,Rating_NC17,Rating_NR,Rating_PG,Rating_PG-13,Rating_R,cast1_oscar_nom,cast1_oscars,cast2_oscar_nom,cast2_oscars,cast3_oscar_nom,cast3_oscars,cast1_FB_likes,cast2_FB_likes,cast3_FB_likes,dir_oscar_nom,dir_oscars,director_awards,director_facebook_likes,cast_total_facebook_likes
Be My Cat: A Film for Anne,33.0,6,42.0,399,2015,Sonia Teodoriu,Florentina Hariton,Alexandra Stroe,Adrian Tofei,87,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Life on the Line,83.0,15,62.0,69,2016,John Travolta,Kate Bosworth,Devon Sawa,David Hackl,98,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,43.0,0.0
I.T.,0.0,43,35.0,405,2016,Pierce Brosnan,Stefanie Scott,Anna Friel,John Moore (V),95,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,735.0,0.0,0.0,0.0,232.0,0.0
Blue Jay,9.0,31,25.0,781,2016,Mark Duplass,Sarah Paulson,Clu Gulager,Alexandre Lehmann,85,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,367.0,426.0,0.0,0.0,0.0,232.0,0.0
Army of One,90.0,12,77.0,2367,2016,Nicolas Cage,Russell Brand,Wendi McLendon-Covey,Larry Charles,92,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,0.0,0.0,0.0,0.0,12000.0,367.0,655.0,0.0,0.0,24.0,119.0,0.0
I Am Bolt,100.0,13,77.0,229,2016,Pel,Serena Williams,Neymar,Benjamin Turner,88,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Run the Tide,85.0,11,61.0,291,2016,Taylor Lautner,Constance Zimmer,Kenny Johnson,Soham Mehta,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Jianyu (Reign of Assassins),90.0,10,86.0,92,2010,Michelle Yeoh,Jung Woo-sung,Kelly Lin,John Woo,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,21.0,0.0,0.0,29.0,610.0,0.0
The Lost Bladesman (Guan yun chang),70.0,7,73.0,1389,2011,Donnie Yen,Yu Ai Lei,Betty Sun,Alan Mak,109,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Star Trek Beyond,57.0,302,36.0,931,2016,Chris Pine,Zachary Quinto,Anton Yelchin,Justin Lin,120,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,681.0,1327.0
Sausage Party,86.0,230,80.0,74415,2016,Seth Rogen,Kristen Wiig,Jonah Hill,Conrad Vernon,89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,2.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,15795.0
Deep Web,77.0,14,66.0,482,2015,Keanu Reeves,Cindy Cohn,Andy Greenberg (IV),Alex Winter,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,18000.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Sea of Trees,79.0,48,71.0,675,2016,Matthew McConaughey,Naomi Watts,Ken Watanabe,Gus Van Sant,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,1.0,2.0,0.0,1.0,0.0,11000.0,6000.0,367.0,2.0,0.0,92.0,835.0,0.0
Nine Lives,15.0,72,42.0,2247,2016,Kevin Spacey,Jennifer Garner,Christopher Walken,Barry Sonnenfeld,87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,0.0,0.0,2.0,1.0,18000.0,3000.0,367.0,0.0,0.0,15.0,188.0,0.0
Band Of Robbers,14.0,27,41.0,10125,2016,Kyle Gallner,Adam Nee,Matthew Gray Gubler,Aaron Nee,95,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,639.0,0.0,0.0,0.0,232.0,0.0
Christmas Eve,78.0,10,61.0,1856,2015,Patrick Stewart,James Roday,Jon Heder,Mitch Davis,95,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,970.0,0.0,0.0,0.0,7.0,3514.0
Lucha Mexico,0.0,13,53.0,958,2016,Shocker,Blue Demon Jr.,Jon 'Strongman' Andersen,Alex Hammond,105,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Uncle Nick,69.0,11,62.0,115,2015,Brian Posehn,Scott Adsit,Missi Pyle,Chris Kasick,93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,316.0,367.0,0.0,0.0,0.0,232.0,0.0
Milton's Secret,45.0,13,71.0,296,2016,Donald Sutherland,Michelle Rodriguez,William Ainscough,Barnet Bain,89,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Imperium,38.0,71,70.0,167,2016,Daniel Radcliffe,Toni Collette,Tracy Letts,Daniel Ragussis,108,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,11000.0,367.0,85.0,0.0,0.0,0.0,232.0,0.0
Indignation,85.0,131,64.0,8648,2016,Logan Lerman,Sarah Gadon,Tracy Letts,James Schamus,110,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,691.0,85.0,0.0,0.0,0.0,44.0,8972.0
Gleason,82.0,68,74.0,8780,2016,Steve Gleason,Michel Varisco,Scott Fujita,Clay Tweel,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Bad Moms,96.0,166,90.0,3882,2016,Mila Kunis,Kristen Bell,Kathryn Hahn,Jon Lucas,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,15000.0,367.0,367.0,0.0,0.0,0.0,24.0,18786.0
Kickboxer: Vengeance,58.0,32,63.0,41037,2016,Dave Bautista,Alain Moussi,Gina Carano,John Stockwell,90,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,134.0,261818.0
Tikkun,41.0,19,43.0,1108,2016,Aharon Traitel,Gur Sheinberg,Khalifa Natour,Avishai Sivan,120,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The True Memoirs of an International Assassin,95.0,9,46.0,206,2016,Kevin James,Zulay Henao,Andy Garcia,Jeff Wadlow,98,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,65.0,0.0
Anthropoid,0.0,104,43.0,912,2016,Cillian Murphy,Jamie Dornan,Charlotte Le Bon,Sean Ellis (II),120,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,201.0,0.0,0.0,0.0,232.0,0.0
Operator,66.0,6,71.0,6534,2016,Martin Starr,Mae Whitman,Retta,Logan Kibens,87,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,985.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
My Dead Boyfriend,100.0,11,60.0,420,2016,Heather Graham,Katherine Moennig,Griffin Dunne,Anthony Edwards,125,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,165.0,0.0,0.0,0.0,232.0,0.0
The Ivory Game,92.0,21,73.0,1004,2016,Ian Craig,Andrea Crosta,Ofir Drori,Richard Ladkani,112,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
I Am the Pretty Thing That Lives in the House,94.0,19,67.0,476,2016,Ruth Wilson,Paula Prentiss,Lucy Boynton,Oz Perkins,87,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,367.0,135.0,0.0,0.0,0.0,232.0,0.0
The Unspoken,58.0,10,25.0,950,2016,Jodelle Ferland,Neal McDonough,Sunny Suljic,Sheldon Wilson,90,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Orange Sunshine,10.0,7,34.0,111,2016,Michael Randall,Carol Griggs,Rick Bevan,William A. Kirkley,105,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Ghostbusters,33.0,378,44.0,356,2016,Melissa McCarthy,Kristen Wiig,Kate McKinnon,Paul Feig,105,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,370.0,0.0,0.0,0.0,176.0,2097.0
Alice Through the Looking Glass,29.0,252,30.0,75001,2016,Mia Wasikowska,Johnny Depp,Anne Hathaway,James Bobin,108,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0.0,0.0,3.0,0.0,2.0,1.0,3000.0,40000.0,11000.0,0.0,0.0,0.0,33.0,80806.0
Ice Age: Collision Course,29.0,118,48.0,37801,2016,Ray Romano,John Leguizamo,Denis Leary,Mike Thurmeier,100,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,590.0,367.0,835.0,0.0,0.0,0.0,232.0,0.0
The Legend of Tarzan,18.0,246,39.0,33013,2016,Alexander Skarsgrd,Margot Robbie,Samuel L. Jackson,David Yates (II),109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2.0,0.0,1.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,21175.0
Schneider vs. Bax,36.0,8,58.0,58172,2015,Alex VanWarmerdam,Tom DeWispelaere,Tom De Wispelaere,Alex van Warmerdam,94,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,53.0,0.0
Skiptrace,63.0,32,50.0,122,2016,Jackie Chan,Johnny Knoxville,Bingbing Fan,Renny Harlin,107,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,556.0,0.0,0.0,15.0,212.0,0.0
The Beat Beneath My Feet,38.0,8,27.0,2616,2016,Luke Perry,Nicholas Galitzine,Lisa Dillon,John Williams,92,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,608.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Mascots,71.0,47,56.0,13711,2016,Jane Lynch,Parker Posey,Fred Willard,Christopher Guest,120,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,729.0,0.0,0.0,0.0,378.0,0.0
Captain Fantastic,49.0,222,36.0,664,2016,Viggo Mortensen,Frank Langella,Kathryn Hahn,Matt Ross,119,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3.0,0.0,1.0,0.0,0.0,0.0,10000.0,903.0,367.0,0.0,0.0,21.0,232.0,0.0
Lights Out,82.0,175,85.0,22134,2016,Teresa Palmer,Gabriel Bateman,Maria Bello,David F. Sandberg,81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,300.0,367.0,0.0,0.0,0.0,26.0,3344.0
Our Kind of Traitor,76.0,139,61.0,27396,2016,Ewan McGregor,Stellan Skarsgard,Damian Lewis,Susanna White,107,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,0.0,0.0,0.0,0.0,24.0,540.0
Norman Lear: Just Another Version of You,78.0,43,34.0,92,2016,Norman Lear,George Clooney,Valerie Bertinelli,Heidi Ewing,91,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,4.0,1.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,4.0,0.0
Who's Driving Doug,86.0,5,66.0,490,2016,RJ Mitte,Ray William Johnson,Paloma Kwiatkowski,David Michael Conley,99,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Sky Ladder: The Art of Cai Guo-Qiang,20.0,24,46.0,87,2016,Cai Guo-Qiang,Ian Buruma,Wen-You Cai,Kevin Macdonald,76,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,162.0,0.0
Nerve,100.0,136,84.0,286,2016,Emma Roberts,Dave Franco,Emily Meade,Ariel Schulman,96,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,374.0,0.0,0.0,0.0,232.0,1780.0
Papa: Hemingway in Cuba,67.0,43,66.0,24395,2016,Giovanni Ribisi,Adrian Sparks,Joely Richardson,Bob Yari,109,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,584.0,0.0,0.0,0.0,232.0,0.0
"Fear, Inc.",78.0,12,53.0,98,2016,Lucas Neff,Caitlin Stasey,Chris Marquette,Vincent Masciale,90,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,623.0,355.0,0.0,0.0,0.0,232.0,0.0
Jack Goes Home,50.0,11,38.0,241,2016,Rory Culkin,Lin Shaye,Britt Robertson,Thomas Dekker,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,710.0,852.0,367.0,0.0,0.0,0.0,232.0,0.0
Mr. Church,18.0,33,29.0,174,2016,Eddie Murphy,Britt Robertson,Natascha McElhone,Bruce Beresford,104,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,2000.0,1.0,0.0,0.0,78.0,1546.0
Hillary's America: The Secret History of the Democratic Party,24.0,28,80.0,4626,2016,Dinesh D'Souza,Jonah Goldberg,Peter Schweizer,Dinesh D'Souza,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,367.0,367.0,0.0,0.0,0.0,67.0,0.0
Front Cover,4.0,11,80.0,13780,2016,Jake Choi,James Chen,Elizabeth Sung,Ray Yeung,87,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Spaceman,82.0,8,50.0,254,2016,Josh Duhamel,Ernie Hudson,Sterling K. Brown,Brett Rapkin,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Autumn Lights,0.0,7,40.0,167,2016,Guy Kent,Marta Gastini,Sveinn lafur Gunnarsson,Angad Aulakh,98,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Ovation!,14.0,7,83.0,193,2016,James Denton,Dey Young,Tanna Frederick,Henry Jaglom,102,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,69.0,0.0
Warcraft,100.0,229,78.0,11,2016,Travis Fimmel,Ben Foster,Dominic Cooper,Duncan Jones,100,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,3000.0,0.0,0.0,26.0,0.0,5505.0
Cell,28.0,54,76.0,31522,2016,John Cusack,Samuel L. Jackson,Isabelle Fuhrman,Tod Williams,98,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,21.0,0.0
X-Men: Apocalypse,11.0,337,17.0,3799,2016,James McAvoy,Michael Fassbender,Jennifer Lawrence,Bryan Singer,136,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,2.0,0.0,4.0,1.0,367.0,13000.0,34000.0,0.0,0.0,38.0,0.0,49684.0
The President,47.0,25,65.0,127572,2016,Mikheil Gomiashvili,Dachi Orvelashvili,Guja Burduli,Mohsen Makhmalbaf,118,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Infiltrator,84.0,179,68.0,585,2016,Bryan Cranston,Diane Kruger,John Leguizamo,Brad Furman,127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,65.0,2104.0
Mike and Dave Need Wedding Dates,72.0,168,71.0,19046,2016,Zac Efron,Anna Kendrick,Adam DeVine,Jake Szymanski,98,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,367.0,10000.0,367.0,0.0,0.0,1.0,232.0,0.0
The Purge: Election Year,37.0,158,51.0,28102,2016,Frank Grillo,Elizabeth Mitchell,Mykelti Williamson,James DeMonaco,105,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,798.0,367.0,393.0,0.0,0.0,0.0,65.0,2480.0
The Siege of Jadotville,56.0,11,48.0,38281,2016,Jamie Dornan,Guillaume Canet,Mark Strong (II),Richie Smyth,120,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Danny Says,64.0,31,74.0,991,2016,Danny Fields,Alice Cooper,Iggy Pop,Brendan Toller,104,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,674.0,367.0,0.0,0.0,0.0,232.0,0.0
Breaking A Monster,74.0,24,51.0,172,2016,Malcolm Brickhouse,Alec Atkins,Jarad Dawkins,Luke Meyer,92,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Len and Company,98.0,10,81.0,1580,2016,Rhys Ifans,Juno Temple,Jack Kilmer,Tim Godsall,102,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Blinky Bill The Movie,70.0,11,55.0,154,2016,Ryan Kwanten,Rufus Sewell,Toni Collette,Deane Taylor,90,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0,0.0,367.0,3000.0,367.0,0.0,0.0,0.0,232.0,0.0
Into The Forest,73.0,51,43.0,245,2016,Ellen Page,Evan Rachel Wood,Max Minghella,Patricia Rozema,101,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,614.0,0.0,0.0,0.0,22.0,0.0
The Mind's Eye,76.0,26,43.0,5592,2016,Graham Skipper,Lauren Ashley Carter,John Speredakos,Joe Begos,87,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Ithaca,62.0,18,35.0,290,2016,Alex Neustaedter,Tom Hanks,Meg Ryan,Meg Ryan,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,6.0,2.0,0.0,0.0,367.0,15000.0,367.0,0.0,0.0,0.0,232.0,0.0
Complete Unknown,22.0,74,31.0,321,2016,Rachel Weisz,Michael Shannon,Kathy Bates,Joshua Marston,90,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2.0,1.0,2.0,0.0,4.0,1.0,367.0,367.0,367.0,0.0,0.0,0.0,13.0,0.0
"Life, Animated",51.0,113,25.0,963,2016,Owen Suskind,Ron Suskind,Gilbert Gottfried,Roger Ross Williams,89,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,560.0,0.0,0.0,0.0,232.0,0.0
Swiss Army Man,94.0,204,81.0,3771,2016,Paul Dano,Daniel Radcliffe,Mary Elizabeth Winstead,Daniel Scheinert,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,11000.0,367.0,0.0,0.0,0.0,232.0,0.0
Joshy,71.0,26,72.0,16993,2016,Thomas Middleditch,Adam Pally,Alex Ross Perry,Jeff Baena,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,331.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Chicken People,81.0,20,54.0,899,2016,Brian Caraker,Brian Knox,Shari McCullough,Nicole Lucas Haimes,83,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Late Bloomer,100.0,10,62.0,347,2016,Johnny Simmons,Maria Bello,Brittany Snow,Kevin Pollak,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Sharknado: The 4th Awakens,20.0,14,22.0,449,2016,Ian Ziering,Tara Reid,David Hasselhoff,Anthony C. Ferrante,120,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,984.0,367.0,367.0,0.0,0.0,0.0,48.0,0.0
Blood Father,14.0,97,24.0,515,2016,Mel Gibson,Erin Moriarty (II),Diego Luna,Jean-Franois Richet,88,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
The Wailing (Goksung),43.0,81,14.0,1534,2016,Kwak Do-won,Jung-min Hwang,Jun Kunimura,Hong-jin Na,156,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,45.0,5.0,0.0,0.0,0.0,43.0,0.0
London Town,12.0,17,68.0,3055,2016,Jonathan Rhys Meyers,Daniel Huttlestone,Dougray Scott,Derrick Borte,94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,794.0,0.0,0.0,0.0,17.0,0.0
Amanda Knox,53.0,48,69.0,307,2016,Amanda Knox,Meredith Kercher,Raffaele Sollecito,Rod Blackhurst,92,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
ClownTown,83.0,11,71.0,1146,2016,Brian Nagel,Lauren Elise,Andrew Staton,Tom Nagel,82,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Flock Of Dudes,9.0,11,30.0,111,2016,Chris D'Elia,Hannah Simone,Hilary Duff,Bob Castrone,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Everlasting,36.0,10,48.0,169,2016,Valentina de Angelis,Adam David (V),Elisabeth Rhm,Anthony Stabley,85,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,0.0
Cat People,100.0,48,79.0,73,1942,Simone Simon,Kent Smith,Tom Conway,Jacques Tourneur,73,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,367.0,367.0,367.0,0.0,0.0,0.0,232.0,3700.0
The Conjuring 2,94.0,247,73.0,7769,2016,Vera Farmiga,Patrick Wilson,Frances O'Connor (II),James Wan,133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,367.0,0.0,367.0,0.0,0.0,24.0,0.0,2676.0
Captain America: Civil War,81.0,406,81.0,54340,2016,Chris Evans,Robert Downey Jr.,Scarlett Johansson,Anthony Russo,146,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,2.0,0.0,2.0,0.0,11000.0,21000.0,19000.0,0.0,0.0,10.0,94.0,64798.0
